1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
68,329,1732,1586,176,1445,1008,2276,3011,2067,535,2774,2384,721,265,393,0,0,0,0,0,0
68,331,1750,1596,178,1463,1026,2299,3044,2093,538,2795,2396,728,268,395,0,0,0,0,0,0
69,333,1764,1604,180,1481,1054,2325,3079,2122,540,2813,2405,735,271,398,0,0,0,0,0,0
69,334,1770,1609,181,1494,1064,2343,3112,2139,541,2821,2409,741,272,399,0,0,0,0,0,0
69,334,1770,1608,182,1494,1058,2341,3112,2142,541,2820,2407,743,272,399,0,0,0,0,0,0
69,334,1763,1604,181,1493,1050,2334,3102,2132,540,2809,2397,742,271,398,0,0,0,0,0,0
68,332,1752,1596,180,1476,1042,2311,3064,2118,538,2791,2388,738,269,397,0,0,0,0,0,0
68,328,1731,1582,178,1459,1026,2286,3029,2093,536,2767,2378,730,267,394,0,0,0,0,0,0
68,324,1709,1569,175,1450,1007,2282,3016,2085,537,2765,2381,728,266,394,0,0,0,0,0,0
68,326,1717,1573,175,1432,988,2256,2973,2057,535,2759,2374,720,264,391,0,0,0,0,0,0
67,323,1708,1568,174,1421,976,2237,2950,2040,533,2748,2369,715,262,390,0,0,0,0,0,0
67,321,1699,1563,173,1410,966,2220,2925,2022,531,2738,2364,709,261,388,0,0,0,0,0,0
67,319,1690,1559,172,1399,956,2205,2904,2007,529,2728,2359,706,260,387,0,0,0,0,0,0
67,317,1682,1554,171,1387,947,2188,2879,1994,527,2718,2354,702,258,386,0,0,0,0,0,0
66,316,1675,1550,170,1377,935,2174,2858,1981,525,2709,2349,699,257,385,0,0,0,0,0,0
66,315,1671,1548,170,1371,931,2168,2848,1975,524,2705,2347,697,256,384,0,0,0,0,0,0
66,314,1667,1545,169,1368,928,2163,2841,1971,523,2701,2345,697,256,383,0,0,0,0,0,0
66,314,1666,1546,169,1368,929,2162,2840,1971,523,2701,2345,697,256,383,0,0,0,0,0,0
66,315,1668,1547,169,1371,933,2165,2845,1974,524,2703,2346,697,256,384,0,0,0,0,0,0
66,316,1671,1548,169,1376,939,2171,2854,1980,525,2707,2349,699,257,384,0,0,0,0,0,0
66,318,1677,1552,170,1382,947,2180,2867,1989,526,2714,2353,701,258,385,0,0,0,0,0,0
67,321,1683,1556,171,1386,953,2187,2875,1997,527,2722,2357,702,259,386,0,0,0,0,0,0
67,324,1697,1564,172,1402,957,2210,2906,2006,530,2740,2368,708,258,388,0,0,0,0,0,0
67,323,1690,1560,171,1404,977,2210,2910,2020,529,2734,2367,707,261,388,0,0,0,0,0,0
68,326,1707,1569,173,1432,1007,2250,2968,2058,533,2758,2380,717,264,392,0,0,0,0,0,0
68,327,1717,1576,175,1451,1026,2277,3011,2086,535,2776,2389,726,266,394,0,0,0,0,0,0
68,329,1731,1582,177,1466,1038,2298,3050,2111,537,2792,2395,734,269,397,0,0,0,0,0,0
68,330,1735,1588,179,1476,1044,2314,3076,2123,538,2799,2397,739,270,398,0,0,0,0,0,0
68,331,1732,1588,179,1476,1041,2313,3067,2124,537,2796,2393,740,269,398,0,0,0,0,0,0
68,331,1729,1585,178,1472,1030,2305,3065,2108,537,2784,2384,737,268,397,0,0,0,0,0,0
68,330,1726,1581,176,1462,1018,2289,3042,2092,535,2769,2376,733,266,395,0,0,0,0,0,0
68,326,1710,1572,175,1444,998,2262,2999,2070,533,2752,2369,727,265,393,0,0,0,0,0,0
67,322,1693,1560,173,1431,990,2255,2977,2065,535,2753,2375,723,265,393,0,0,0,0,0,0
68,324,1705,1567,174,1422,979,2236,2949,2046,533,2750,2371,716,263,391,0,0,0,0,0,0
67,322,1699,1563,173,1413,971,2222,2931,2030,532,2740,2366,712,262,389,0,0,0,0,0,0
67,320,1693,1560,172,1404,963,2209,2912,2017,530,2732,2362,708,261,388,0,0,0,0,0,0
